id,name,category,price,ratings
734,Product_734,Books,492.26,4.2
735,Product_735,Electronics,50.81,2.4
736,Product_736,Toys,371.52,3.4
737,Product_737,Home,390.07,1.7
738,Product_738,Electronics,122.86,4.6
739,Product_739,Books,461.61,3.7
740,Product_740,Books,380.85,2.2
741,Product_741,Electronics,155.95,3.8
742,Product_742,Electronics,283.84,1.6
743,Product_743,Home,475.69,3.2
744,Product_744,Books,202.59,1.2
745,Product_745,Electronics,450.97,5.0
746,Product_746,Home,383.66,2.3
747,Product_747,Clothing,221.97,1.8
748,Product_748,Home,154.92,1.3
749,Product_749,Clothing,250.26,3.4
750,Product_750,Clothing,440.38,4.9
751,Product_751,Clothing,25.26,1.5
752,Product_752,Home,128.19,1.4
753,Product_753,Home,279.28,1.7
754,Product_754,Clothing,259.24,3.8
755,Product_755,Books,38.72,5.0
756,Product_756,Clothing,154.42,3.5
757,Product_757,Electronics,287.54,2.0
758,Product_758,Electronics,186.94,3.0
759,Product_759,Home,122.99,3.8
760,Product_760,Electronics,70.8,4.1
761,Product_761,Books,294.06,4.8
762,Product_762,Electronics,208.88,4.3
763,Product_763,Toys,218.84,3.7
764,Product_764,Electronics,61.22,4.3
765,Product_765,Electronics,157.57,3.7
766,Product_766,Toys,290.3,2.9
767,Product_767,Toys,347.98,2.8
768,Product_768,Books,55.25,2.0
769,Product_769,Clothing,429.96,3.5
770,Product_770,Toys,260.29,1.4
771,Product_771,Books,71.85,3.8
772,Product_772,Home,297.31,3.4
773,Product_773,Books,336.04,1.3
774,Product_774,Electronics,309.72,4.9
775,Product_775,Home,177.23,3.0
776,Product_776,Home,430.91,1.3
777,Product_777,Home,225.97,1.8
778,Product_778,Toys,367.23,4.6
779,Product_779,Toys,237.06,1.4
780,Product_780,Books,211.51,1.9
781,Product_781,Home,195.29,4.4
782,Product_782,Books,248.82,3.4
783,Product_783,Toys,492.59,2.5
784,Product_784,Toys,208.03,1.8
785,Product_785,Home,289.74,4.9
786,Product_786,Toys,117.74,4.8
787,Product_787,Home,261.58,4.3
788,Product_788,Clothing,7.81,4.4
789,Product_789,Clothing,410.92,3.4
790,Product_790,Home,446.28,3.2
791,Product_791,Toys,360.66,2.8
792,Product_792,Electronics,420.0,3.2
793,Product_793,Toys,364.76,1.8
794,Product_794,Clothing,13.14,3.2
795,Product_795,Clothing,213.87,2.2
796,Product_796,Toys,132.35,3.5
797,Product_797,Clothing,234.15,1.6
798,Product_798,Books,344.9,2.1
799,Product_799,Electronics,254.76,1.1
800,Product_800,Books,208.57,3.1
801,Product_801,Home,367.63,1.4
802,Product_802,Books,285.96,1.5
803,Product_803,Electronics,136.45,3.2
804,Product_804,Books,389.43,2.2
805,Product_805,Toys,373.03,3.5
806,Product_806,Books,458.07,4.3
807,Product_807,Clothing,9.94,3.2
808,Product_808,Books,131.48,3.6
809,Product_809,Home,486.91,2.0
810,Product_810,Books,124.91,1.1
811,Product_811,Clothing,373.59,3.2
812,Product_812,Clothing,313.99,3.7
813,Product_813,Toys,278.71,2.4
814,Product_814,Books,73.81,1.2
815,Product_815,Home,70.23,1.6
816,Product_816,Clothing,272.08,3.8
817,Product_817,Home,384.99,3.9
818,Product_818,Books,139.28,2.1
819,Product_819,Home,195.71,4.6
820,Product_820,Books,70.76,1.5
821,Product_821,Home,350.74,4.4
822,Product_822,Electronics,423.75,2.9
823,Product_823,Toys,49.88,4.9
824,Product_824,Home,173.96,2.2
825,Product_825,Toys,244.56,2.7
826,Product_826,Electronics,445.68,2.5
827,Product_827,Books,46.56,3.7
828,Product_828,Clothing,276.27,4.1
829,Product_829,Books,317.04,2.5
830,Product_830,Electronics,286.48,3.0
831,Product_831,Books,297.24,2.1
832,Product_832,Electronics,27.51,2.3
833,Product_833,Toys,461.11,4.1
834,Product_834,Home,367.9,4.4
835,Product_835,Toys,223.23,2.7
836,Product_836,Clothing,62.26,1.6
837,Product_837,Books,129.22,2.4
838,Product_838,Home,491.13,2.3
839,Product_839,Toys,403.09,2.2
840,Product_840,Books,12.66,2.6
841,Product_841,Clothing,410.05,2.8
842,Product_842,Electronics,358.45,2.0
843,Product_843,Toys,369.93,3.0
844,Product_844,Home,360.6,2.6
845,Product_845,Clothing,475.81,4.6
846,Product_846,Home,432.99,3.2
847,Product_847,Home,136.45,4.9
848,Product_848,Electronics,438.86,4.2
849,Product_849,Clothing,413.34,1.9
850,Product_850,Home,213.23,4.7
851,Product_851,Toys,91.39,3.0
852,Product_852,Books,171.23,1.4
853,Product_853,Clothing,280.21,4.4
854,Product_854,Home,268.57,3.5
855,Product_855,Home,224.72,2.3
856,Product_856,Books,404.89,4.5
857,Product_857,Electronics,250.54,4.9
858,Product_858,Home,445.17,1.6
859,Product_859,Clothing,251.0,3.2
860,Product_860,Books,268.59,3.3
861,Product_861,Books,88.2,4.5
862,Product_862,Electronics,436.85,2.6
863,Product_863,Books,392.82,3.0
864,Product_864,Clothing,286.65,1.9
865,Product_865,Home,192.75,3.6
866,Product_866,Electronics,228.47,4.5
867,Product_867,Clothing,32.97,4.5
868,Product_868,Home,405.02,4.3
869,Product_869,Clothing,334.1,1.2
870,Product_870,Home,219.77,1.4
871,Product_871,Books,161.38,3.1
872,Product_872,Books,301.76,3.7
873,Product_873,Clothing,106.61,3.1
874,Product_874,Clothing,21.89,1.7
875,Product_875,Home,237.44,2.3
876,Product_876,Books,159.28,2.0
877,Product_877,Toys,199.49,3.3
878,Product_878,Toys,141.12,1.0
879,Product_879,Books,456.2,4.6
880,Product_880,Home,121.6,4.0
881,Product_881,Home,157.32,4.0
882,Product_882,Clothing,70.42,4.3
883,Product_883,Home,281.99,4.8
884,Product_884,Electronics,348.19,4.9
885,Product_885,Toys,484.28,3.2
886,Product_886,Toys,225.12,4.6
887,Product_887,Electronics,370.01,3.6
888,Product_888,Electronics,404.9,1.1
889,Product_889,Home,424.48,2.7
890,Product_890,Home,194.74,2.0
891,Product_891,Home,220.8,3.2
892,Product_892,Electronics,419.14,4.2
893,Product_893,Books,101.82,3.5
894,Product_894,Books,340.76,4.9
895,Product_895,Electronics,487.24,2.8
896,Product_896,Home,364.08,4.7
897,Product_897,Home,325.96,2.6
898,Product_898,Clothing,286.72,1.9
899,Product_899,Clothing,219.99,3.4
900,Product_900,Clothing,289.16,4.7
901,Product_901,Clothing,264.66,2.9
902,Product_902,Home,137.87,2.7
903,Product_903,Books,459.09,3.5
904,Product_904,Books,124.0,1.4
905,Product_905,Clothing,478.29,3.6
906,Product_906,Toys,333.32,4.4
907,Product_907,Toys,399.26,2.6
908,Product_908,Electronics,479.65,4.2
909,Product_909,Clothing,150.0,4.5
910,Product_910,Clothing,461.53,4.0
911,Product_911,Home,459.84,4.8
912,Product_912,Home,156.21,4.2
913,Product_913,Books,151.23,2.6
914,Product_914,Home,19.61,2.2
915,Product_915,Home,393.83,1.7
916,Product_916,Toys,23.74,1.3
917,Product_917,Books,391.16,1.5
918,Product_918,Electronics,282.84,4.1
919,Product_919,Toys,475.48,1.9
920,Product_920,Books,408.26,1.9
921,Product_921,Home,437.86,4.0
922,Product_922,Electronics,152.04,3.2
923,Product_923,Books,334.59,4.9
924,Product_924,Clothing,445.2,4.9
925,Product_925,Books,158.49,3.9
926,Product_926,Clothing,195.1,4.2
927,Product_927,Toys,475.53,1.7
928,Product_928,Toys,71.32,1.7
929,Product_929,Clothing,374.08,4.4
930,Product_930,Electronics,99.94,3.0
931,Product_931,Toys,295.31,1.4
932,Product_932,Books,181.58,2.7
933,Product_933,Toys,403.84,1.7
934,Product_934,Home,5.04,1.8
935,Product_935,Home,25.01,3.6
936,Product_936,Electronics,423.87,2.9
937,Product_937,Books,350.17,4.7
938,Product_938,Toys,423.15,4.1
939,Product_939,Toys,181.33,1.5
940,Product_940,Home,29.63,2.1
941,Product_941,Books,396.72,4.1
942,Product_942,Books,51.37,4.1
943,Product_943,Toys,53.05,3.2
944,Product_944,Toys,369.0,4.4
945,Product_945,Clothing,249.47,3.3
946,Product_946,Home,94.3,1.9
947,Product_947,Home,234.43,4.9
948,Product_948,Books,306.7,4.5
949,Product_949,Clothing,314.09,4.9
950,Product_950,Books,62.08,3.5
951,Product_951,Electronics,482.59,1.2
952,Product_952,Home,352.3,1.7
953,Product_953,Home,214.77,4.8
954,Product_954,Books,88.12,4.3
955,Product_955,Clothing,65.05,3.4
956,Product_956,Electronics,394.43,1.3
957,Product_957,Electronics,85.82,3.8
958,Product_958,Toys,260.05,3.7
959,Product_959,Clothing,365.6,3.8
960,Product_960,Clothing,227.53,3.9
961,Product_961,Toys,356.59,2.4
962,Product_962,Home,313.91,3.2
963,Product_963,Toys,31.03,1.8
964,Product_964,Home,355.36,4.5
965,Product_965,Home,275.18,1.3
966,Product_966,Books,411.54,1.7
967,Product_967,Clothing,368.05,2.9
968,Product_968,Electronics,257.86,5.0
969,Product_969,Toys,402.26,1.4
970,Product_970,Clothing,246.91,4.1
971,Product_971,Home,444.22,4.5
972,Product_972,Clothing,32.96,3.0
973,Product_973,Electronics,291.21,3.8
974,Product_974,Electronics,371.27,2.2
975,Product_975,Electronics,345.26,2.5
976,Product_976,Electronics,153.75,2.8
977,Product_977,Toys,364.92,3.5
978,Product_978,Clothing,158.76,2.9
979,Product_979,Toys,83.07,2.5
980,Product_980,Clothing,169.85,1.4
981,Product_981,Clothing,105.01,1.1
982,Product_982,Electronics,92.85,4.1
983,Product_983,Books,495.96,3.9
984,Product_984,Home,470.8,2.8
985,Product_985,Books,453.99,3.8
986,Product_986,Electronics,491.34,3.3
987,Product_987,Home,214.17,3.1
988,Product_988,Books,7.22,4.3
989,Product_989,Books,319.87,2.2
990,Product_990,Books,187.48,1.9
991,Product_991,Electronics,301.16,4.4
992,Product_992,Toys,67.78,2.0
993,Product_993,Books,385.89,4.4
994,Product_994,Home,303.48,3.0
995,Product_995,Home,445.18,2.0
996,Product_996,Books,66.81,2.9
997,Product_997,Books,9.15,4.7
998,Product_998,Home,334.26,1.4
999,Product_999,Books,137.45,1.9
1000,Product_1000,Books,114.61,4.0
